omega (eV),epsilon 1,epsilon 2,n,k,alpha (1/m)
1.95E+01,-8.53E-02,0.16478423,0.223865,0.368043,7.28E+07
1.95E+01,-8.52E-02,0.1656317,0.224804,0.368392,7.29E+07
1.95E+01,-8.51E-02,0.166428564,0.225648,0.368779,7.30E+07
1.95E+01,-8.51E-02,0.167169931,0.226396,0.369197,7.31E+07
1.96E+01,-8.51E-02,0.167851187,0.227047,0.36964,7.32E+07
1.96E+01,-8.52E-02,0.168468029,0.227598,0.370101,7.34E+07
1.96E+01,-8.53E-02,0.169016506,0.228049,0.370571,7.35E+07
1.96E+01,-8.55E-02,0.169493042,0.2284,0.371045,7.36E+07
1.96E+01,-8.57E-02,0.169894473,0.228651,0.371514,7.38E+07
1.96E+01,-8.60E-02,0.170218065,0.228804,0.371973,7.39E+07
1.96E+01,-8.63E-02,0.170461538,0.22886,0.372414,7.40E+07
1.96E+01,-8.66E-02,0.170623079,0.228821,0.372831,7.41E+07
1.96E+01,-8.70E-02,0.17070136,0.228689,0.373218,7.43E+07
1.96E+01,-8.74E-02,0.170695539,0.228467,0.373568,7.44E+07
1.97E+01,-8.77E-02,0.170605266,0.228158,0.373875,7.45E+07
1.97E+01,-8.81E-02,0.170430685,0.227766,0.374135,7.46E+07
1.97E+01,-8.85E-02,0.17017242,0.227296,0.374341,7.46E+07
1.97E+01,-8.88E-02,0.169831574,0.226751,0.374489,7.47E+07
1.97E+01,-8.92E-02,0.169409712,0.226136,0.374575,7.48E+07
1.97E+01,-8.95E-02,0.168908839,0.225456,0.374594,7.48E+07
1.97E+01,-8.98E-02,0.168331388,0.224716,0.374542,7.48E+07
1.97E+01,-9.00E-02,0.167680189,0.223921,0.374417,7.48E+07
1.97E+01,-9.03E-02,0.166958443,0.223078,0.374216,7.48E+07
1.97E+01,-9.05E-02,0.166169695,0.22219,0.373935,7.48E+07
1.98E+01,-9.06E-02,0.165317803,0.221265,0.373574,7.48E+07
1.98E+01,-9.07E-02,0.164406903,0.220308,0.37313,7.47E+07
1.98E+01,-9.07E-02,0.163441376,0.219325,0.372601,7.47E+07
1.98E+01,-9.07E-02,0.162425812,0.218321,0.371988,7.46E+07
1.98E+01,-9.06E-02,0.161364977,0.217303,0.371289,7.45E+07
1.98E+01,-9.05E-02,0.160263775,0.216277,0.370506,7.44E+07
1.98E+01,-9.03E-02,0.159127213,0.215248,0.369637,7.42E+07
1.98E+01,-9.00E-02,0.157960366,0.214222,0.368684,7.41E+07
1.98E+01,-8.97E-02,0.156768346,0.213204,0.367648,7.39E+07
1.98E+01,-8.93E-02,0.155556264,0.212201,0.366531,7.37E+07
1.99E+01,-8.89E-02,0.154329198,0.211216,0.365334,7.35E+07
1.99E+01,-8.83E-02,0.153092169,0.210257,0.36406,7.33E+07
1.99E+01,-8.77E-02,0.151850103,0.209327,0.362711,7.30E+07
1.99E+01,-8.71E-02,0.150607811,0.208431,0.36129,7.28E+07
1.99E+01,-8.64E-02,0.149369961,0.207573,0.359801,7.25E+07
1.99E+01,-8.56E-02,0.148141052,0.206759,0.358246,7.23E+07
1.99E+01,-8.48E-02,0.146925396,0.205992,0.356629,7.20E+07
1.99E+01,-8.39E-02,0.145727097,0.205275,0.354955,7.17E+07
1.99E+01,-8.29E-02,0.144550032,0.204613,0.353228,7.14E+07
1.99E+01,-8.19E-02,0.143397839,0.204007,0.351453,7.10E+07
2.00E+01,-8.08E-02,0.142273898,0.203462,0.349633,7.07E+07
2.00E+01,-7.97E-02,0.141181325,0.202979,0.347774,7.04E+07
2.00E+01,-7.86E-02,0.14012296,0.20256,0.34588,7.00E+07
2.00E+01,-7.74E-02,0.139101358,0.202207,0.343958,6.97E+07
2.00E+01,-7.62E-02,0.138118786,0.201921,0.342012,6.93E+07
2.00E+01,-7.49E-02,0.137177214,0.201703,0.340047,6.89E+07
2.00E+01,-7.37E-02,0.13627832,0.201554,0.338069,6.86E+07
2.00E+01,-7.24E-02,0.13542348,0.201473,0.336083,6.82E+07
2.00E+01,-7.10E-02,0.134613777,0.20146,0.334095,6.78E+07
2.00E+01,-6.97E-02,0.133849999,0.201515,0.332109,6.75E+07
2.01E+01,-6.83E-02,0.13313264,0.201636,0.330132,6.71E+07
2.01E+01,-6.70E-02,0.13246191,0.201821,0.328167,6.67E+07
2.01E+01,-6.56E-02,0.131837737,0.202068,0.326221,6.64E+07
2.01E+01,-6.42E-02,0.131259774,0.202376,0.324297,6.60E+07
2.01E+01,-6.28E-02,0.130727407,0.20274,0.322401,6.56E+07
2.01E+01,-6.15E-02,0.130239763,0.203159,0.320536,6.53E+07
2.01E+01,-6.01E-02,0.12979572,0.203629,0.318707,6.50E+07
2.01E+01,-5.88E-02,0.129393916,0.204145,0.316917,6.46E+07
2.01E+01,-5.74E-02,0.129032758,0.204703,0.31517,6.43E+07
2.01E+01,-5.61E-02,0.128710434,0.2053,0.313469,6.40E+07
2.02E+01,-5.48E-02,0.128424926,0.205931,0.311816,6.37E+07
2.02E+01,-5.36E-02,0.128174016,0.20659,0.310214,6.34E+07
2.02E+01,-5.23E-02,0.127955307,0.207273,0.308664,6.31E+07
2.02E+01,-5.11E-02,0.127766225,0.207975,0.307168,6.28E+07
2.02E+01,-4.99E-02,0.127604042,0.20869,0.305726,6.26E+07
2.02E+01,-4.88E-02,0.127465882,0.209414,0.30434,6.23E+07
2.02E+01,-4.77E-02,0.127348738,0.21014,0.303009,6.21E+07
2.02E+01,-4.66E-02,0.127249488,0.210865,0.301733,6.18E+07
2.02E+01,-4.55E-02,0.127164906,0.211581,0.300511,6.16E+07
2.02E+01,-4.45E-02,0.127091682,0.212286,0.299341,6.14E+07
2.03E+01,-4.36E-02,0.127026435,0.212973,0.298222,6.12E+07
2.03E+01,-4.27E-02,0.126965733,0.213637,0.297153,6.10E+07
2.03E+01,-4.18E-02,0.126906108,0.214275,0.296129,6.08E+07
2.03E+01,-4.09E-02,0.126844077,0.214881,0.295149,6.07E+07
2.03E+01,-4.01E-02,0.12677616,0.215452,0.294209,6.05E+07
2.03E+01,-3.94E-02,0.126698903,0.215984,0.293306,6.03E+07
2.03E+01,-3.87E-02,0.126608895,0.216474,0.292435,6.02E+07
2.03E+01,-3.80E-02,0.126502791,0.216917,0.291592,6.01E+07
2.03E+01,-3.73E-02,0.126377339,0.217312,0.290774,5.99E+07
2.03E+01,-3.67E-02,0.126229395,0.217656,0.289975,5.98E+07
2.04E+01,-3.61E-02,0.12605595,0.217947,0.28919,5.96E+07
2.04E+01,-3.56E-02,0.125854156,0.218183,0.288414,5.95E+07
2.04E+01,-3.51E-02,0.125621342,0.218364,0.287643,5.94E+07
2.04E+01,-3.46E-02,0.125355043,0.218488,0.28687,5.93E+07
2.04E+01,-3.41E-02,0.125053019,0.218555,0.286091,5.91E+07
2.04E+01,-3.36E-02,0.124713273,0.218565,0.2853,5.90E+07
2.04E+01,-3.32E-02,0.124334079,0.218519,0.284492,5.89E+07
2.04E+01,-3.28E-02,0.123913991,0.218418,0.283662,5.87E+07
2.04E+01,-3.23E-02,0.123451865,0.218264,0.282804,5.86E+07
2.04E+01,-3.19E-02,0.122946867,0.218058,0.281914,5.84E+07
2.05E+01,-3.15E-02,0.122398491,0.217802,0.280986,5.82E+07
2.05E+01,-3.11E-02,0.121806562,0.2175,0.280015,5.81E+07
2.05E+01,-3.07E-02,0.121171244,0.217154,0.278998,5.79E+07
2.05E+01,-3.03E-02,0.120493037,0.216769,0.27793,5.77E+07
2.05E+01,-2.98E-02,0.119772781,0.216348,0.276806,5.75E+07
2.05E+01,-2.94E-02,0.119011645,0.215895,0.275624,5.73E+07
2.05E+01,-2.89E-02,0.118211119,0.215414,0.274381,5.70E+07
2.05E+01,-2.84E-02,0.117373003,0.214912,0.273072,5.68E+07
2.05E+01,-2.79E-02,0.116499383,0.214392,0.271697,5.65E+07
2.05E+01,-2.73E-02,0.115592615,0.21386,0.270253,5.63E+07
2.06E+01,-2.67E-02,0.1146553,0.213322,0.268738,5.60E+07
2.06E+01,-2.61E-02,0.113690253,0.212782,0.267151,5.57E+07
2.06E+01,-2.54E-02,0.112700472,0.212248,0.265493,5.54E+07
2.06E+01,-2.47E-02,0.111689108,0.211723,0.263762,5.50E+07
2.06E+01,-2.40E-02,0.110659425,0.211215,0.26196,5.47E+07
2.06E+01,-2.32E-02,0.109614763,0.210727,0.260087,5.43E+07
2.06E+01,-2.24E-02,0.108558501,0.210267,0.258144,5.39E+07
2.06E+01,-2.16E-02,0.107494018,0.209839,0.256134,5.35E+07
2.06E+01,-2.07E-02,0.106424651,0.209448,0.25406,5.31E+07
2.06E+01,-1.97E-02,0.10535366,0.209099,0.251923,5.27E+07
2.07E+01,-1.88E-02,0.104284189,0.208796,0.249727,5.23E+07
2.07E+01,-1.78E-02,0.103219231,0.208544,0.247476,5.18E+07
2.07E+01,-1.67E-02,0.102161598,0.208345,0.245174,5.14E+07
2.07E+01,-1.56E-02,0.101113888,0.208204,0.242824,5.09E+07
2.07E+01,-1.45E-02,0.100078461,0.208122,0.240432,5.04E+07
2.07E+01,-1.33E-02,0.099057418,0.208103,0.238001,4.99E+07
2.07E+01,-1.22E-02,0.098052586,0.208147,0.235537,4.94E+07
2.07E+01,-1.09E-02,0.097065498,0.208256,0.233043,4.89E+07
2.07E+01,-9.70E-03,0.096097397,0.208431,0.230525,4.84E+07
2.07E+01,-8.43E-03,0.095149221,0.208672,0.227987,4.79E+07
2.08E+01,-7.15E-03,0.094221619,0.208979,0.225433,4.74E+07
2.08E+01,-5.84E-03,0.093314949,0.20935,0.222868,4.69E+07
2.08E+01,-4.52E-03,0.092429294,0.209786,0.220294,4.64E+07
2.08E+01,-3.18E-03,0.091564484,0.210284,0.217716,4.59E+07
2.08E+01,-1.83E-03,0.09072011,0.210843,0.215136,4.53E+07
2.08E+01,-4.64E-04,0.089895557,0.211462,0.212557,4.48E+07
2.08E+01,9.10E-04,0.089090029,0.212138,0.209982,4.43E+07
2.08E+01,2.29E-03,0.088302582,0.212869,0.207411,4.38E+07
2.08E+01,3.69E-03,0.087532161,0.213653,0.204846,4.32E+07
2.08E+01,5.09E-03,0.086777629,0.21449,0.202289,4.27E+07
2.09E+01,6.49E-03,0.086037813,0.215376,0.199738,4.22E+07
2.09E+01,7.90E-03,0.085311533,0.216311,0.197196,4.17E+07
2.09E+01,9.32E-03,0.084597642,0.217294,0.194662,4.12E+07
2.09E+01,1.07E-02,0.083895062,0.218324,0.192135,4.07E+07
2.09E+01,1.22E-02,0.083202813,0.2194,0.189615,4.01E+07
2.09E+01,1.36E-02,0.08252005,0.220523,0.187101,3.96E+07
2.09E+01,1.51E-02,0.081846085,0.221692,0.184594,3.91E+07
2.09E+01,1.65E-02,0.081180415,0.22291,0.182092,3.86E+07
2.09E+01,1.80E-02,0.080522742,0.224178,0.179596,3.81E+07
2.09E+01,1.95E-02,0.079872986,0.225496,0.177105,3.76E+07
2.10E+01,2.10E-02,0.079231303,0.226866,0.174621,3.71E+07
2.10E+01,2.25E-02,0.078598087,0.228292,0.172143,3.66E+07
2.10E+01,2.40E-02,0.077973974,0.229776,0.169674,3.61E+07
2.10E+01,2.55E-02,0.077359839,0.231319,0.167214,3.56E+07
2.10E+01,2.71E-02,0.076756792,0.232925,0.164767,3.51E+07
2.10E+01,2.87E-02,0.076166164,0.234596,0.162334,3.46E+07
2.10E+01,3.03E-02,0.075589495,0.236335,0.15992,3.41E+07
2.10E+01,3.19E-02,0.075028512,0.238143,0.157528,3.36E+07
2.10E+01,3.35E-02,0.074485108,0.240022,0.155163,3.31E+07
2.10E+01,3.52E-02,0.073961318,0.241973,0.15283,3.26E+07
2.11E+01,3.69E-02,0.073459294,0.243998,0.150533,3.21E+07
2.11E+01,3.86E-02,0.072981271,0.246096,0.148278,3.17E+07
2.11E+01,4.03E-02,0.07252954,0.248268,0.146071,3.12E+07
2.11E+01,4.20E-02,0.072106419,0.250512,0.143918,3.07E+07
2.11E+01,4.38E-02,0.071714217,0.252826,0.141825,3.03E+07
2.11E+01,4.56E-02,0.071355209,0.255208,0.139798,2.99E+07
2.11E+01,4.74E-02,0.071031602,0.257654,0.137843,2.95E+07
2.11E+01,4.92E-02,0.07074551,0.260162,0.135964,2.91E+07
2.11E+01,5.10E-02,0.070498923,0.262727,0.134168,2.87E+07
2.11E+01,5.29E-02,0.070293688,0.265344,0.132458,2.84E+07
2.12E+01,5.47E-02,0.070131482,0.268007,0.130839,2.80E+07
2.12E+01,5.66E-02,0.070013795,0.27071,0.129315,2.77E+07
2.12E+01,5.84E-02,0.069941912,0.273448,0.127889,2.74E+07
2.12E+01,6.03E-02,0.0699169,0.276215,0.126563,2.72E+07
2.12E+01,6.21E-02,0.069939597,0.279003,0.125339,2.69E+07
2.12E+01,6.40E-02,0.070010601,0.281806,0.124218,2.67E+07
2.12E+01,6.58E-02,0.070130269,0.284617,0.123201,2.65E+07
2.12E+01,6.77E-02,0.070298712,0.287429,0.122289,2.63E+07
2.12E+01,6.95E-02,0.070515795,0.290237,0.12148,2.61E+07
2.12E+01,7.13E-02,0.070781141,0.293033,0.120773,2.60E+07
2.13E+01,7.31E-02,0.071094134,0.295813,0.120168,2.59E+07
2.13E+01,7.48E-02,0.071453926,0.298568,0.119661,2.58E+07
2.13E+01,7.66E-02,0.071859448,0.301295,0.119251,2.57E+07
2.13E+01,7.83E-02,0.072309415,0.303988,0.118935,2.57E+07
2.13E+01,7.99E-02,0.07280234,0.306641,0.118709,2.56E+07
2.13E+01,8.16E-02,0.073336548,0.30925,0.118571,2.56E+07
2.13E+01,8.32E-02,0.073910186,0.311812,0.118517,2.56E+07
2.13E+01,8.47E-02,0.074521235,0.314321,0.118543,2.56E+07
2.13E+01,8.63E-02,0.075167528,0.316774,0.118645,2.56E+07
2.13E+01,8.78E-02,0.075846761,0.319168,0.11882,2.57E+07
2.14E+01,8.92E-02,0.076556511,0.3215,0.119061,2.58E+07
2.14E+01,9.06E-02,0.077294242,0.323767,0.119367,2.58E+07
2.14E+01,9.19E-02,0.07805733,0.325967,0.119732,2.59E+07
2.14E+01,9.32E-02,0.078843068,0.328099,0.120151,2.60E+07
2.14E+01,9.45E-02,0.079648685,0.330159,0.120622,2.62E+07
2.14E+01,9.56E-02,0.080471356,0.332148,0.121138,2.63E+07
2.14E+01,9.68E-02,0.081308218,0.334062,0.121696,2.64E+07
2.14E+01,9.79E-02,0.082156385,0.335903,0.122292,2.65E+07
2.14E+01,9.89E-02,0.083012955,0.337669,0.122921,2.67E+07
2.14E+01,9.99E-02,0.08387503,0.33936,0.123578,2.69E+07
2.15E+01,1.01E-01,0.084739722,0.340975,0.124261,2.70E+07
2.15E+01,1.02E-01,0.085604174,0.342515,0.124964,2.72E+07
2.15E+01,1.03E-01,0.086465565,0.343979,0.125684,2.73E+07
2.15E+01,1.03E-01,0.087321127,0.345369,0.126417,2.75E+07
2.15E+01,1.04E-01,0.088168157,0.346685,0.127159,2.77E+07
2.15E+01,1.05E-01,0.089004026,0.347928,0.127906,2.79E+07
2.15E+01,1.05E-01,0.089826197,0.349099,0.128654,2.80E+07
2.15E+01,1.06E-01,0.090632231,0.350199,0.129401,2.82E+07
2.15E+01,1.06E-01,0.091419803,0.35123,0.130142,2.84E+07
2.15E+01,1.07E-01,0.092186708,0.352193,0.130875,2.86E+07
2.16E+01,1.07E-01,0.092930877,0.35309,0.131596,2.87E+07
2.16E+01,1.08E-01,0.093650379,0.353923,0.132303,2.89E+07
2.16E+01,1.08E-01,0.094343437,0.354694,0.132993,2.91E+07
2.16E+01,1.08E-01,0.095008431,0.355405,0.133662,2.92E+07
2.16E+01,1.09E-01,0.095643906,0.356058,0.13431,2.94E+07
2.16E+01,1.09E-01,0.096248576,0.356655,0.134932,2.95E+07
2.16E+01,1.09E-01,0.096821328,0.357199,0.135528,2.97E+07
2.16E+01,1.09E-01,0.097361226,0.357693,0.136096,2.98E+07
2.16E+01,1.10E-01,0.097867509,0.358139,0.136633,3.00E+07
2.16E+01,1.10E-01,0.09833959,0.35854,0.137139,3.01E+07
2.17E+01,1.10E-01,0.098777058,0.358898,0.137612,3.02E+07
2.17E+01,1.10E-01,0.099179666,0.359215,0.13805,3.03E+07
2.17E+01,1.10E-01,0.099547334,0.359495,0.138454,3.04E+07
2.17E+01,1.10E-01,0.099880135,0.359741,0.138822,3.05E+07
2.17E+01,1.10E-01,0.100178289,0.359954,0.139154,3.06E+07
2.17E+01,1.10E-01,0.100442153,0.360137,0.13945,3.07E+07
2.17E+01,1.10E-01,0.100672209,0.360293,0.139709,3.07E+07
2.17E+01,1.10E-01,0.100869053,0.360424,0.139931,3.08E+07
2.17E+01,1.10E-01,0.10103338,0.360533,0.140117,3.09E+07
2.17E+01,1.10E-01,0.101165973,0.360621,0.140266,3.09E+07
2.18E+01,1.10E-01,0.101267685,0.360691,0.14038,3.09E+07
2.18E+01,1.10E-01,0.10133943,0.360744,0.140459,3.10E+07
2.18E+01,1.10E-01,0.101382162,0.360783,0.140503,3.10E+07
2.18E+01,1.10E-01,0.101396868,0.360809,0.140513,3.10E+07
2.18E+01,1.10E-01,0.101384549,0.360823,0.140491,3.10E+07
2.18E+01,1.10E-01,0.101346209,0.360828,0.140436,3.10E+07
2.18E+01,1.10E-01,0.101282843,0.360824,0.140349,3.10E+07
2.18E+01,1.11E-01,0.101195424,0.360813,0.140233,3.10E+07
2.18E+01,1.11E-01,0.101084895,0.360795,0.140086,3.10E+07
2.18E+01,1.11E-01,0.100952159,0.360772,0.139911,3.10E+07
2.19E+01,1.11E-01,0.10079807,0.360744,0.139709,3.09E+07
2.19E+01,1.11E-01,0.10062343,0.360711,0.139479,3.09E+07
2.19E+01,1.11E-01,0.100428979,0.360676,0.139223,3.09E+07
2.19E+01,1.11E-01,0.100215396,0.360637,0.138942,3.08E+07
2.19E+01,1.11E-01,0.099983293,0.360595,0.138637,3.08E+07
2.19E+01,1.11E-01,0.099733218,0.360551,0.138307,3.07E+07
2.19E+01,1.11E-01,0.099465651,0.360505,0.137953,3.06E+07
2.19E+01,1.11E-01,0.099181006,0.360457,0.137577,3.06E+07
2.19E+01,1.11E-01,0.098879638,0.360407,0.137178,3.05E+07
2.19E+01,1.11E-01,0.098561839,0.360355,0.136756,3.04E+07
2.20E+01,1.11E-01,0.098227846,0.360302,0.136313,3.03E+07
2.20E+01,1.11E-01,0.097877848,0.360248,0.135848,3.02E+07
2.20E+01,1.11E-01,0.097511985,0.360193,0.135361,3.01E+07
2.20E+01,1.12E-01,0.097130357,0.360136,0.134852,3.00E+07
2.20E+01,1.12E-01,0.096733031,0.360079,0.134322,2.99E+07
2.20E+01,1.12E-01,0.096320043,0.360021,0.13377,2.98E+07
2.20E+01,1.12E-01,0.095891406,0.359962,0.133197,2.97E+07
2.20E+01,1.12E-01,0.095447117,0.359904,0.132601,2.96E+07
2.20E+01,1.12E-01,0.094987157,0.359845,0.131983,2.95E+07
2.20E+01,1.12E-01,0.094511505,0.359787,0.131344,2.93E+07
2.21E+01,1.12E-01,0.094020133,0.35973,0.130681,2.92E+07
2.21E+01,1.12E-01,0.093513019,0.359675,0.129997,2.91E+07
2.21E+01,1.13E-01,0.092990144,0.359621,0.129289,2.89E+07
2.21E+01,1.13E-01,0.092451503,0.35957,0.128558,2.88E+07
2.21E+01,1.13E-01,0.091897101,0.359523,0.127804,2.86E+07
2.21E+01,1.13E-01,0.091326961,0.359478,0.127027,2.85E+07
2.21E+01,1.13E-01,0.090741128,0.359439,0.126226,2.83E+07
2.21E+01,1.13E-01,0.090139665,0.359405,0.125401,2.81E+07
2.21E+01,1.14E-01,0.089522661,0.359376,0.124553,2.79E+07
2.21E+01,1.14E-01,0.088890233,0.359355,0.12368,2.78E+07
2.22E+01,1.14E-01,0.088242522,0.359341,0.122784,2.76E+07
2.22E+01,1.14E-01,0.087579702,0.359336,0.121863,2.74E+07
2.22E+01,1.15E-01,0.086901979,0.359341,0.120918,2.72E+07
2.22E+01,1.15E-01,0.086209589,0.359357,0.11995,2.70E+07
2.22E+01,1.15E-01,0.085502806,0.359384,0.118957,2.68E+07
2.22E+01,1.15E-01,0.084781938,0.359424,0.117941,2.65E+07
2.22E+01,1.16E-01,0.084047331,0.359478,0.116902,2.63E+07
2.22E+01,1.16E-01,0.083299372,0.359546,0.11584,2.61E+07
2.22E+01,1.16E-01,0.082538485,0.359631,0.114754,2.59E+07
2.22E+01,1.16E-01,0.08176514,0.359733,0.113647,2.56E+07
2.23E+01,1.17E-01,0.080979846,0.359853,0.112518,2.54E+07
2.23E+01,1.17E-01,0.080183157,0.359993,0.111368,2.51E+07
2.23E+01,1.18E-01,0.079375673,0.360154,0.110197,2.49E+07
2.23E+01,1.18E-01,0.078558037,0.360336,0.109007,2.46E+07
2.23E+01,1.18E-01,0.077730936,0.360541,0.107798,2.44E+07
2.23E+01,1.19E-01,0.076895105,0.36077,0.106571,2.41E+07
2.23E+01,1.19E-01,0.076051318,0.361024,0.105327,2.38E+07
2.23E+01,1.20E-01,0.075200395,0.361303,0.104068,2.35E+07
2.23E+01,1.20E-01,0.074343194,0.36161,0.102795,2.33E+07
2.23E+01,1.21E-01,0.07348061,0.361945,0.101508,2.30E+07
2.24E+01,1.21E-01,0.072613575,0.362308,0.10021,2.27E+07
2.24E+01,1.22E-01,0.071743048,0.3627,0.0989014,2.24E+07
2.24E+01,1.22E-01,0.070870018,0.363122,0.0975844,2.21E+07
2.24E+01,1.23E-01,0.06999549,0.363574,0.0962603,2.18E+07
2.24E+01,1.24E-01,0.069120489,0.364057,0.0949308,2.15E+07
2.24E+01,1.24E-01,0.068246046,0.364571,0.0935977,2.12E+07
2.24E+01,1.25E-01,0.067373194,0.365116,0.0922627,2.10E+07
2.24E+01,1.25E-01,0.066502961,0.365692,0.0909275,2.07E+07
2.24E+01,1.26E-01,0.065636363,0.3663,0.0895938,2.04E+07
2.24E+01,1.27E-01,0.064774393,0.366937,0.0882636,2.01E+07
2.25E+01,1.28E-01,0.063918018,0.367605,0.0869384,1.98E+07
2.25E+01,1.28E-01,0.063068166,0.368303,0.0856199,1.95E+07
2.25E+01,1.29E-01,0.062225723,0.36903,0.0843099,1.92E+07
2.25E+01,1.30E-01,0.061391519,0.369784,0.0830099,1.89E+07
2.25E+01,1.31E-01,0.060566328,0.370566,0.0817213,1.86E+07
2.25E+01,1.31E-01,0.059750855,0.371375,0.0804455,1.83E+07
2.25E+01,1.32E-01,0.058945734,0.372208,0.0791839,1.81E+07
2.25E+01,1.33E-01,0.058151521,0.373064,0.0779377,1.78E+07
2.25E+01,1.34E-01,0.057368689,0.373943,0.0767077,1.75E+07
2.25E+01,1.35E-01,0.056597625,0.374843,0.075495,1.72E+07
2.26E+01,1.36E-01,0.055838627,0.375763,0.0743004,1.70E+07
2.26E+01,1.37E-01,0.055091905,0.3767,0.0731243,1.67E+07
2.26E+01,1.37E-01,0.054357576,0.377654,0.0719674,1.65E+07
2.26E+01,1.38E-01,0.053635671,0.378623,0.0708299,1.62E+07
2.26E+01,1.39E-01,0.052926131,0.379605,0.069712,1.60E+07
2.26E+01,1.40E-01,0.052228816,0.3806,0.0686138,1.57E+07
2.26E+01,1.41E-01,0.051543507,0.381605,0.0675352,1.55E+07
2.26E+01,1.42E-01,0.05086991,0.382619,0.0664759,1.52E+07
2.26E+01,1.43E-01,0.050207667,0.383641,0.0654357,1.50E+07
2.26E+01,1.44E-01,0.049556361,0.38467,0.0644141,1.48E+07
2.27E+01,1.45E-01,0.048915525,0.385705,0.0634106,1.46E+07
2.27E+01,1.46E-01,0.048284651,0.386744,0.0624246,1.43E+07
2.27E+01,1.47E-01,0.047663203,0.387787,0.0614554,1.41E+07
2.27E+01,1.48E-01,0.04705062,0.388833,0.0605023,1.39E+07
2.27E+01,1.48E-01,0.046446335,0.389882,0.0595647,1.37E+07
2.27E+01,1.49E-01,0.045849778,0.390932,0.0586416,1.35E+07
2.27E+01,1.50E-01,0.04526039,0.391984,0.0577325,1.33E+07
2.27E+01,1.51E-01,0.044677633,0.393036,0.0568365,1.31E+07
2.27E+01,1.52E-01,0.044100996,0.39409,0.055953,1.29E+07
2.27E+01,1.53E-01,0.043530005,0.395144,0.0550812,1.27E+07
2.28E+01,1.54E-01,0.042964232,0.396199,0.0542206,1.25E+07
2.28E+01,1.55E-01,0.042403299,0.397254,0.0533705,1.23E+07
2.28E+01,1.56E-01,0.041846883,0.39831,0.0525305,1.21E+07
2.28E+01,1.57E-01,0.041294721,0.399368,0.0517001,1.19E+07
2.28E+01,1.58E-01,0.040746613,0.400426,0.0508791,1.18E+07
2.28E+01,1.59E-01,0.040202421,0.401486,0.0500671,1.16E+07
2.28E+01,1.60E-01,0.03966207,0.402547,0.0492639,1.14E+07
2.28E+01,1.61E-01,0.039125547,0.40361,0.0484695,1.12E+07
2.28E+01,1.61E-01,0.038592894,0.404675,0.0476838,1.10E+07
2.28E+01,1.62E-01,0.038064209,0.405742,0.0469069,1.09E+07
2.29E+01,1.63E-01,0.037539636,0.406812,0.0461388,1.07E+07
2.29E+01,1.64E-01,0.03701936,0.407884,0.0453798,1.05E+07
2.29E+01,1.65E-01,0.036503599,0.408958,0.04463,1.03E+07
2.29E+01,1.66E-01,0.035992596,0.410035,0.0438897,1.02E+07
2.29E+01,1.67E-01,0.035486612,0.411114,0.0431591,1.00E+07
2.29E+01,1.68E-01,0.03498591,0.412196,0.0424385,9.85E+06
2.29E+01,1.69E-01,0.034490755,0.413279,0.0417282,9.69E+06
2.29E+01,1.70E-01,0.034001398,0.414364,0.0410284,9.53E+06
2.29E+01,1.71E-01,0.033518069,0.415451,0.0403394,9.38E+06
2.29E+01,1.72E-01,0.033040969,0.416538,0.0396614,9.22E+06
2.30E+01,1.73E-01,0.032570261,0.417627,0.0389945,9.07E+06
2.30E+01,1.74E-01,0.032106064,0.418715,0.0383388,8.92E+06
2.30E+01,1.75E-01,0.031648446,0.419802,0.0376945,8.78E+06
2.30E+01,1.76E-01,0.03119742,0.420889,0.0370613,8.63E+06
2.30E+01,1.77E-01,0.03075294,0.421974,0.0364394,8.49E+06
2.30E+01,1.78E-01,0.0303149,0.423057,0.0358284,8.35E+06
2.30E+01,1.79E-01,0.029883128,0.424136,0.0352282,8.22E+06
2.30E+01,1.80E-01,0.029457393,0.425213,0.0346384,8.08E+06
2.30E+01,1.81E-01,0.029037402,0.426285,0.0340586,7.95E+06
2.30E+01,1.82E-01,0.028622806,0.427353,0.0334885,7.82E+06
2.31E+01,1.82E-01,0.0282132,0.428417,0.0329273,7.69E+06
2.31E+01,1.83E-01,0.027808135,0.429474,0.0323746,7.57E+06
2.31E+01,1.84E-01,0.027407117,0.430527,0.0318298,7.44E+06
2.31E+01,1.85E-01,0.027009621,0.431573,0.0312921,7.32E+06
2.31E+01,1.86E-01,0.026615094,0.432613,0.0307608,7.20E+06
2.31E+01,1.87E-01,0.026222966,0.433648,0.0302353,7.08E+06
2.31E+01,1.88E-01,0.02583266,0.434676,0.0297149,6.96E+06
2.31E+01,1.89E-01,0.025443597,0.435697,0.0291987,6.84E+06
2.31E+01,1.90E-01,0.025055211,0.436713,0.0286861,6.72E+06
2.31E+01,1.91E-01,0.024666953,0.437724,0.0281764,6.61E+06
2.32E+01,1.92E-01,0.024278303,0.438728,0.0276689,6.49E+06
2.32E+01,1.93E-01,0.023888774,0.439728,0.0271631,6.38E+06
2.32E+01,1.94E-01,0.023497926,0.440723,0.0266584,6.26E+06
2.32E+01,1.94E-01,0.023105366,0.441714,0.0261542,6.14E+06
2.32E+01,1.95E-01,0.022710757,0.442702,0.0256502,6.03E+06
2.32E+01,1.96E-01,0.022313824,0.443686,0.0251459,5.91E+06
2.32E+01,1.97E-01,0.021914354,0.444669,0.0246412,5.80E+06
